Depth,Calendar years BP,Abies,Acer,Achillea/Anthemis-type,Agrostemma githago,Allium-type,Alnus,Amaranthaceae,Anagallis arvensis,Anagallis tenella,Anemone nemorosa-type,Angiospermae undiff. (herbs),Apiaceae undiff.,Armeria,Artemisia,Asphodelus-type,Asteraceae undiff.,Betula,Bistorta officinalis-type,Boraginaceae undiff.,Brassicaceae,Bryophyta undiff.spore,Bupleurum-type,Buxus,Calligonum-type,Campanulaceae,Carpinus betulus,Caryophyllaceae undiff.,Castanea,Cedrus,Celtis,Centaurea cf. C. cyanus/montana-type,Centaurea scabiosa,Centaurea solstitialis-type,Ceratophyllum,Cichorioideae,Cirsium,Cladium,Clusiaceae/Hypericaceae cf. Hypericum,Consolida ambigua-type,Cornaceae,Corylus,Cupressaceae-type,Cyperaceae undiff.,Digitalis-type,Dipsacoideae,Dryopterisspore,Echium-type,Ephedra distachya,Ephedra fragilis-type,Epilobium,Equisetumspore,Ericaceae,Euonymus europaeus,Fabaceae undiff.,Fagus,Filipendula,Fraxinus excelsior-type,Fraxinus ornus,Fraxinus undiff.,Fritillaria-type,Fumana,Galium-type,Geranium,Hedera,Helianthemum,Helleborus foetidus,Helleborus viridis,Hippophaë,Humulus/Cannabis,Ilex,Indeterminable (broken)/spore,Indeterminable (concealed)/spore,Indeterminable (crumpled)/spore,Indeterminable (degraded)/spore,Juglans,Larix,Lemnoideae,Liliaceae,Linum,Lithospermum,Lonicera,Lotus,Malvaceae undiff.,Marrubium-type,Mentha-type,Menyanthes,Myriophyllum alterniflorum,Myriophyllum spicatum-type,Myriophyllum undiff.,Myriophyllum verticillatum,Nuphar,Nymphaea,Olea,Ononis,Ostrya,Oxyria-type,Papaveraceae,Pedicularis,Persicaria amphibia,Persicaria maculosa-type,Persicaria undiff.,Phillyrea,Picea,Pinus subg. Strobus,Pinus undiff.,Pistacia,Plantago,Poaceae (Cerealia-type),Poaceae undiff.,Polypodiophyta undiff.spore,Polypodiumspore,Populus,Potamogeton,Potentilla-type,Poterium sanguisorba,Primulaceae undiff.,Prunus spinosa,Pteridiumspore,Pterocarya,Quercus ilex,Quercus undiff.,Ranunculus,Resedaceae,Rhamnaceae,Rosaceae cf. Geum,Rosaceae undiff.,Rumex,Salix,Sambucus,Sanguisorba officinalis,Saxifragaceae,Scilla-type,Scrophulariaceae,Scutellaria-type,Serratula-type,Solidago-type,Sorbus,Spermatophyta undiff. (trees/shrubs),Sphagnumspore,Tamarix,Taxus,Thalictrum,Thymelaeaceae cf. Daphne,Tilia,Trifolium-type,Typha angustifolia,Typha latifolia,Ulmus,Unknown (monolete)spore,Unknown (trilete)spore,Unknown undiff./spore,Urtica-type,Valeriana,Veronica-type,Viburnum,Vicia,Viola palustris-type,Viscum,Vitis,cf. Alchemilla,cf. Androsace,cf. Callitriche,cf. Centaurium,cf. Chrysosplenium,cf. Circaea,cf. Daphne,cf. Elatine,cf. Epilobium,cf. Euphorbia,cf. Frangula/Bruckenthalia,cf. Helianthemum,cf. Larixpalynomorph,cf. Mentha,cf. Mercurialis,cf. Myrica,cf. Onobrychis-type,cf. Platanus,cf. Rutaceae,cf. Sambucus,cf. Samolus valerandi,cf. Sedum,cf. Trichomanesspore
1130.5,--/20015/--,,,8,,,,13,,,,,8,1,51,,,1,,1,,,,,,,,3,,,,,,,,1,1,,,,,,26,4,,,,,1,,,,,,1,1,1,,,,,,5,,,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,5,,114,,,,,,,,,,,,4,6,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,4,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,
1162.5,--/21000/--,,,7,,,1,5,,,,,3,,47,,,1,,,,,,,,,,,,,,,,,,2,1,,,,,,8,4,,,,,3,,,,,,1,1,,,,,,,1,,,3,,,1,,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,119,,1,4,113,,,,,,,,,,,,8,1,,,,,,,,,,,,,,2,,,,,,2,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172.5,--/21340/--,,,6,,,1,10,,,,,3,,43,,,2,,,,,,,,,,2,,,,,,,,7,1,,,,,,15,1,,,,,,,,,1,,3,3,,,,,,,4,,,,,,,,,2,,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,171,,4,,142,,,,,,,,,,,,5,1,,,,,1,,,,,,,,,3,,,,,,2,,,,,,,,,1,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,
1182.5,--/21600/--,1,,4,,,2,5,,,,,6,,39,,,1,,1,2,,,,,,,2,,,,,,,,2,2,,,,,,68,11,,,,,1,,,,,,1,2,,,,,,,6,,,2,,,1,,,4,,1,1,,,,,,,,,,,,,,,1,,,,3,,2,,,,,,,,,,69,,8,,153,,,,2,,,,,,,,2,2,,,,,3,,,,,1,,,,,,,,,,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,--/22249/--,,,,,,7,28,,,,,4,,110,,,,,,1,,,,,,,2,,,,,,,,,,,,,,2,8,3,,,,,,,,,,,,,,,,,,,7,,,6,,,,,,5,,6,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,23,,2,,103,,,,,,,,,,,,4,,,,,,1,,,,,,,,,13,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
1202,--/22550/--,5,,,,,,65,,,,,1,,67,,,,,,1,,,,,,,4,,,,,,,,3,6,,,,,,13,1,3,,,,1,,,,1,,15,5,,,,,,,1,,,20,,,2,,,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,6,,79,,,,,,,,,,,,3,1,,,,,,,,,,,,,,3,,,,,,3,,,,,,,1,,1,,,,,,,,7,,,,,,,,,,2,,,,,,,,,,,,,
1211,--/22880/--,,,5,,,,38,,,,,5,,111,,,3,,,,,,,,1,,3,,,,,,2,,4,2,,,,,,9,,,,,,,,,,,,3,1,,,,,,,3,,,9,,,2,,,,,5,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,26,,6,,106,,,,,,,,,,,,3,1,,,,,,,,,,,,,,3,,,,,,3,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,--/23456/--,5,,3,,,2,8,,,,,6,,24,,,1,,,,,,,,,1,8,,,,,,,,50,8,,,,,,2,3,1,,,,8,,,,,,,4,,,,,,,1,,,1,,,,,,1,,22,5,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,31,,2,,114,,,,,,,,,,,,15,1,,,,,,,,,,1,,,,15,,,,,,,,,,,,1,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,--/23680/--,3,,8,,,3,16,,,,,5,,120,,,,,,3,,,,,,,3,,,,,,5,,4,3,,,,,,17,16,,,,,,1,,,,,,3,,,,,,,7,,,11,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,67,,11,,117,,,,,,,,,,,,2,4,,,,,4,,1,,,,,,,2,,,,,,3,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250.7,--/23790/--,8.5,,,,,11,11,,,,,2,,78,,,,,,,,,,,,4,4,,,,,,1,,7,,,,,,,6,4,,,,,,,,,,,2,8,,,,,,,5,,,5,,,,,,4,,11,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,51,,4,,92,,,,,,,,,,,,32,1,,,,2,2,1,,,2,,,,3,3,,,,,,4,,,,,,6,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255.3,--/23905/--,2,,9,,,,34,,,,,7,,173,,,2,1,,1,,,,,,,6,,,,,,,,,2,,,,,,9,4,,,,,1,1,,,,,,1,,,,,,,3,,,2,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,78,,5,,147,,,,,,,1,,,,,3,12,,,,,,,,,,,,,,2,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
1260.3,--/24035/--,3,,10,,,3,38,,,,,8,1,128,,,2,,,2,,,,,,,,,,,,,,,1,,,,,,,43,4,,,,,,,,,,,,,1,1,,,,,5,,,3,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,3,2,162,,,,,,,,,,,,11,,,,,,,,,,,,,,,5,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,--/24160/--,10,,11,,,7,54,,,,,6,,162,,,2,1,,1,,,,,,3,10,,,,,,2,,3,3,,,,,2,8,3,,,,,1,,,,1,,,12,,,,,,,8,,,4,3,,1,,1,1,,2,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,83,,11,,178,,,,,,,,,,,,16,,,,,,1,,,,,,,,,3,,,,,,2,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269.5,--/24280/--,5,,6,,,12,49,,,,,6,,130,,,1,,,,,,,,,,2,,,,,,2,,5,3,,,,,1,7,1,,,,,1,,,,,,,13,,1,,,,,4,,2,4,,,1,,,2,,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,59,,9,,128,,,,,,,,,,,,13,,,,,,,,,,1,,,,,2,,,,,,3,,,,1,,1,,2,3,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
1274,--/24380/--,5,,6,,,4,33,,,,,4,,115,,,,,,,,,,,,,3,,,,,,1,,1,2,,,,,,2,3,,,,,,,,,,,,6,,,,,,,5,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,45,,5,,92,,,,,,,,,,,,5,2,,,,,2,,,,,,,,,,,,,,,4,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279.2,--/24515/--,1,,11,,,3,31,,,,,5,,122,,,,,,2,,,,,,1,8,,,,,,2,,6,1,,,,,,9,4,,,,,2,,,,,,2,,1,,,,,,8,,,2,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,27,,4,,94,,,,,,,,,,,,8,1,,,,2,3,,,,,,,,,2,,,,,,3,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.7,--/24635/--,2,,7,,,1,16,,,,,4,,75,,,,,,,,,,,,,4,,,,,,,,,3,,,,,1,6,1,,,,,1,,,,,,,2,,,,,,,2,,,4,1,,4,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,96,,2,,81,,,,,,,,,,,,1,,,,,,2,,,,,,,,,1,,,,,,3,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288.4,--/24755/--,1,1,,,,3,15,,,,,6,,50,,,2,,,,,,,,,,7,,,,,,,,1,,,,,,,2,5,,,,,,,,,,,,2,,,,,,,4,,,21,,,1,,,3,,5,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,7,,169,,7,,89,,,,2,,,,,,,,1,2,,2,,,,,,,,,,,,21,,,,,,3,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,--/24880/--,3,,7,,,2,9,,,,,6,1,57,,,,1,,1,,,,,,,3,,,,,,2,,2,1,,,,,,31,1,1,,,,,,,,,,,1,,,,,,,6,,,9,,,4,,,3,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,171,,6,,138,,,,,,1,,,,,,1,2,,,,,2,,,,,,,,,5,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
1298,--/25005/--,,,8,,,,9,,,,,9,,50,,,2,1,,3,,,,,,,8,,,,,,,,5,2,,,,,,18,3,,,,,4,,,,,,2,2,,1,,,,,5,,,3,,,2,,,3,,7,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,1,,88,,7,4,101,,,,,,,,,,,,3,2,,,,1,3,1,,,,1,,,,3,,,,,,4,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303,--/25130/--,,1,2,,,3,10,,,,,1,,40,,,,,,1,,,,,,,4,,,,,,,,,4,,,,,,10,3,1,,,,1,,,,,,1,3,,,,,,,1,,,5,2,,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,135,,3,,78,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308.5,--/25180/--,1,,7,,,1,20,,,,,5,,39,,,,,,,,,,,,,2,,,,,,,,6,3,,,,,,7,3,,1,,,,1,,,1,,,3,,,,,,,3,,,6,,,1,,,,,5,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,3,,104,,5,,105,,,,,,,,,,,,4,3,,,,,5,1,,,,,,,,3,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
1312.7,--/25295/--,,,8,,,,15,,,,,5,,70,,,2,,,,,,,,,,6,,,,,,,,1,1,,,,,,27,5,2,,,,2,,,,,,,2,,,,,,,6,,,10,,,1,,,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,108,,8,,124,,,,,,,,,,,,6,1,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
1317,--/25410/--,1,,5,,,,5,,,,,7,,60,,,2,,,1,,,,,,,5,1,,,,,1,,2,1,,,,,,40,6,,,,,3,1,,,,,1,4,5,,,,,,12,,,4,,,2,,,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,13,7,115,,,,,,,,,,,,5,2,,,,,2,,,,,,,,,2,,,,,,4,,,,1,,,,,9,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
1321.5,--/25530/--,1,,4,,,,13,,,,,7,,47,,,3,,,,,,1,,,,3,,,,,,1,,1,3,,,,,,5,3,,,,,4,,,,1,,,5,,,,,,,3,,,7,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,109,,3,,95,,,,,,,,,,,,7,,,,,,,,,,,,,,,2,,,,,,3,,1,,,,1,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1326.5,--/25650/--,11,,5,,,5,21,,,,,3,,30,,,2,,,1,,,,,,2,6,,,,,,,,6,,,,,,,16,6,,,,,1,,,,,,,7,,,,,,,2,,,6,,,2,,,5,,5,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,,143,,4,,117,,,,,,,,,,,,17,1,,,,,,,,,,,,,,2,,,,,,8,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331.3,--/25800/--,,,6,,,3,10,,,,,10,,47,,,2,1,,2,,,,,,,1,,,,,,1,,3,2,,,,1,,13,5,2,,,,,4,,,,,,6,,,,,,,11,,,11,2,,5,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,124,,8,,153,,,,,,,,,,,,5,2,,,,,2,,,,,,,,,2,,,,,,5,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
1340,--/26040/--,2,,9,,,2,20,,,,,7,,76,,,2,,,1,,,,,,1,1,,,,,,,,7,2,,,,,,21,5,,1,,,2,1,,,,,,2,1,,,,,,2,,,13,,,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,95,,10,,181,,,,,,,,,,,,7,2,,,,1,1,,1,,,,,,,1,,,,,,4,,,,,1,2,,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346,--/26200/--,,,13,,,,12,,,,,9,,78,,,3,,1,3,,,1,,,,5,,,,,,,,2,2,,,,,,28,4,,,,,,,,,,,1,3,1,,,,,,12,,,2,1,,6,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,5,,273,,,,2,,,,,,,,7,3,,,,,3,,,,,,,,,4,,,,,,5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351,--/26320/--,,2,8,,,1,4,,,,,10,,52,,,3,,,4,,,2,,,1,1,,,,,,,,2,2,,,,1,,83,7,6,,,,2,1,,,,,2,7,,,,,,,9,,,2,,,10,,,4,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,50,,5,,170,,,,5,,1,1,,,,,4,1,,,,2,3,2,,,,,,,,3,,,,,,6,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356,--/26415/--,,1,3,,,1,7,,,,,1,,42,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,89,5,,,,,,,,,,,,2,,,,,,,6,,,4,,,5,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,52,,3,,110,,,,,,,,,,,,7,,,,,,,,,,,,,,,4,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,
1362,--/26500/--,2,,8,,,1,26,,,,,7,,71,,,2,,,1,,,,,,,2,,,,,,2,,2,1,,,,,,20,3,,,,,,1,,,,,,1,,,,,,,4,,,9,3,,4,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,38,,6,,160,,,,1,,,,,,,,,3,,,,,3,,,,,,,,,3,,,,,,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366,--/26580/--,,1,3,,,,33,,,,,4,,97,,,,,1,2,,,,,,,3,,,,,,1,,4,,,,,,,44,3,,,,,3,3,,,,,,2,,,,,,,12,,,4,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,5,,187,,,,1,,,,,,,,,7,,,,,,1,3,,,,,,,2,,,,,,5,,,,1,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,
1370,--/26640/--,,,10,,,1,27,,,,,9,,74,,,1,,,2,,,,,,,2,,,,,,,,1,4,,,,,,18,8,,,,,2,1,,,,,,2,,,,,,,8,,,7,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,13,,204,,,,1,,1,,,,,,1,1,,,,,1,,,,,1,,,,3,,,,,,5,,,,,,,,1,2,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
1372,--/26665/--,1,1,10,,1,,21,,,,,18,,40,,,4,,,1,,,,,,,5,,,,,,,,3,2,,,,,,41,7,,1,,,1,2,,,,,,11,,,,,,,8,,,7,,,6,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,9,,190,,,,,,,,,,,,15,,,,,,2,,1,,,,,,,7,,,,,,7,2,,,,,1,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376.5,--/26715/--,,,3,,,2,12,,,,,7,,37,,,1,,,2,,,,,,,,3,,,,,,,1,,,,,,,179,2,2,,,,1,,,,,,3,5,,1,,,,,12,,,2,,,5,,,2,,12,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,23,,5,,148,,,,2,,1,,,,,,1,2,,,,,2,1,,,,,,,1,,,,,,,3,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1379.8,--/26765/--,,,7,,,,18,,,,,8,1,29,,,2,,,1,,,,,,,4,,,,,,,,4,4,,,,,,43,14,,,,,1,4,,,,,,3,,,,,,,6,,,8,,,5,,,2,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,45,,4,,154,,,,2,,,,,,,,6,2,,,,,2,,2,,,1,,,,,,,,,,2,,,,2,,1,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1386.3,--/26840/--,,,,,,1,17,,,,,6,,115,,,1,,,,,,,,1,,6,,,,,,,,2,,,,,,,8,5,,,,,,,1,,,,1,2,,,,,,,4,,,6,,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,16,,6,,164,,,,,,,,,,,,1,2,,,,1,,2,,,,,,,,13,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1390.5,--/26880/--,,,12,,,,28,,,,,5,,106,,,1,,,1,,,,,,,9,,,,,,1,,6,2,,,,,,2,7,1,,,,3,1,,,,,,2,,1,,,,,3,,,4,,,1,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,3,,143,,,,4,,1,1,,,,,1,1,,,,,5,,,,,,,,,3,,,,,,4,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
1396.5,--/26890/--,,,5,,,,18,,,,,6,,81,,,1,,,1,,,2,,,,1,,,,,,,,3,1,,,,,,16,,,,,,1,,,1,,,,2,,,,,,,17,,,1,,,5,,,3,1,6,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,9,,3,,169,,,,,,,,,,,,3,,,,,,3,1,,,,,,,,1,,,,,,5,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
1401,--/26995/--,,,8,,,,34,,,,,9,,117,,,1,,1,1,,,,,,,5,,,,,,,,,1,,,,,,5,3,,,,,1,,,,,,,1,,,,,,,1,,,6,,,1,,,1,,2,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,29,,12,,175,,,,,,,,,,,,2,2,,,,,1,,,,,,,,,1,,,,,,3,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
1407,--/27100/--,,,11,,,,34,,,,,6,,112,,,1,,,1,,,,,,,5,,,,,,2,,5,5,,,,,,2,4,,,,,1,1,,,,,,,,,,,,,5,,,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,8,,145,,,,,,,,,,,,4,,,,,,3,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1413.5,--/27160/--,,,4,,,,42,,,,,3,,147,,,,,,3,,,,,,,1,,,,,,5,,7,7,,,,,,1,1,,,,,,1,,,,,,,,,,,,,2,,,2,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,71,,,,,,,,,,,,2,2,,,,,1,,,,,,,,,2,,,,,,3,,,,,,1,,,5,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
1418.5,--/27182/--,1,,,,,,14,,,,,3,,27,,,,,,1,,,,,,,,,,,,,1,,2,4,,,,,,8,,,,,,1,,,,,,,,,,,,,,6,,,,,,,,,6,,25,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,3,,1,,39,,,,,,,,,,,,1,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
1421.8,--/27189/--,,,5,,,1,41,,,,,4,,74,,,1,,2,10,,,,,,,11,,,,,,5,,17,10,,,,,1,2,,,,,,2,2,,,,,,1,,,,,,,2,,,2,2,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,5,,4,,66,,,,,,,,,,,,1,2,,,,,2,,,,,,,,,4,,,,,,1,,,,,,,,,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
1422.6,--/27191/--,,,11,,,,15,,,,,1,,34,,,,,1,18,,,,,,,15,,,,,,8,,14,14,,,,,1,,,,,,,1,1,,,,,,,,,,,,,3,,,4,2,,,,,1,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,1,,80,,,,,,,,,,,,,1,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423.4,--/27192/--,,,2,,,,13,,,,,2,,22,,,,,,16,,,,,,,10,,,,,,2,,13,3,,,,,1,3,,4,,,,1,3,,,,,,,,,,,,,1,,,6,2,,,,,1,,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,46,,,,,,,,,,,,,1,,,,,1,,,,,,,,,5,,,,,,2,,,,1,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,
1423.8,--/27193/--,,,4,,,,43,,,,,6,,37,,,1,,,32,,,,,,1,5,,,,,,3,,12,6,,,,,,2,2,,,,,4,2,,,,,,1,,,,,,,1,,,3,4,,,,,2,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,99,,,,1,,,,,,,,,,,,,1,2,,1,,,,,,,2,,,,,,,,,,5,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425,--/27196/--,,,,,,,19,,,,,4,,18,,,1,,,2,,,,,,,4,,,,,,1,,6,9,,,,,,3,,,,,,1,2,,,,,,,,,,,,,,,,3,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,1,,70,,,,,,,,,,,,1,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461.5,--/27275/--,,,5,,,2,41,,,,,8,,116,,,5,,2,,,,,,,,2,,,,1,,,,2,1,,,,,1,76,1,,,,,,,,,,,,,,,,,,,6,,,5,,,,,,3,,6,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,14,,2,,156,,,,,,,,,,,,9,,,,,,3,,,,,,,,,2,,,,,,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1481,--/27400/--,1,,10,,,2,30,,,,,7,,101,,,1,,,,,,,,,,1,,,,,,,,2,,,,,,,37,5,,,,,,,,,,,1,3,1,,,,,,7,,,3,,,1,,,2,2,6,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,1,,,12,,4,,94,,,,,,,,,,,,7,,,,,,3,1,,,,1,,,,1,,,,,,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,
1490.5,--/27435/--,,,,,,,88,,,,,2,,73,,,2,,1,,,,1,,,,10,,,,,,1,,3,,,,,,,1,3,,,,,,,,,,,1,,,,,,,,4,,,8,,,,,,,,5,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,75.5,,1,,86,,,,,,,,,,,,7,1,,,,1,,,,,,,,,,20,,,,,,11,,,,1,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500.5,--/27495/--,2,,2,,,,23,,,,,6,,78,,,1,,,,,,1,,,,,,,,,,,,1,4,,,,,,39,2,,,,,3,,,,1,,3,,,,,,,,11,,,2,,,1,1,,,,5,1,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,23,,2,,182,,,,1,,,,,,,,3,,,,,,3,1,,,,,,,,6,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
1518,--/27670/--,,,2,,,3,16,,,,,3,,63,,,2,,1,1,,,,,,,1,1,,,,,,,3,,,,,,,81,2,3,,,,1,,,,,,,1,,,,,,,5,,,2,,,2,,,5,,9,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,19,,3,,113,,,,,,,,,,,,4,2,,,,,,,,,,,,,,5,,,,,,5,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
1655.5,--/30390/--,,,8,,,,28,,,,,13,,99,,,2,,1,2,,,,,,1,,,,,,,,,,2,,,,,,18,4,1,1,,,1,,,,,,,,,,,,,,3,,,3,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,1,,3,,,,,,,1,1,,22,,3,,160,,,,,,,,,,,,8,,,,,,4,1,,,,,,,,1,,,,,,6,,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
